pid,name,tid,team,pos,age,hgt_display_in,hgt_display_cm,hgt_rating,ovr,pot,valueNoPot,skills,contract_amount,ptModifier,usageBias,season,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,oiq,diq,drb,pss,reb,gp,mpg,per,usgp,obpm,dbpm,pm100,onOff100
1463,Jahmai Mashack,21,IND,SG,23,76,193,40,39,54,37.995646487950395,,1300,1,1,2025,51,53,62,7,28,40,45,32,48,30,53,43,37,52,0,0,0,0,0,0,0,0
1469,Tyrese Maxey,26,MIN,G,25,74,188,33,47,53,44.48797665223383,,1150,1,1,2025,46,59,56,62,60,73,56,52,30,53,35,52,46,45,82,11.34,6.800961231439258,20.447244670335994,-5.830680430544224,-2.748911884406742,-12.356905663904723,-8.111596979489793
1471,Bez Mbeng,29,CHA,SG,22,76,193,37,32,54,31.827930996170114,,1300,1,1,2025,36,57,53,21,25,31,10,66,30,18,50,39,53,48,0,0,0,0,0,0,0,0
1472,Miles McBride,1,NYK,PG,25,74,188,26,58,61,53.89069173788754,3,1150,1,1,2025,44,65,45,54,55,68,75,65,69,55,55,59,60,48,79,22.24,13.54505551434391,23.191417812059754,-0.12987967302792303,-1.444959359429629,-8.669403889436966,-9.214833527694728
1473,Jared McCain,1,NYK,G,21,74,188,33,49,68,46.54782057683395,3,9750,1,1,2025,32,59,35,40,53,56,67,89,68,67,34,45,48,51,9,8.26,13.581852712334113,24.183946589146558,-1.2896456146352522,-2.6097258110146964,3.2419906094709408,6.9079344349795795
1475,Mac McClung,25,ORL,G,26,74,188,30,50,53,47.35975048051225,,1240,1,1,2025,55,55,58,44,45,69,57,48,52,50,44,53,45,53,73,7.15,8.903648627422085,17.97584294117118,-4.692739872023775,-1.413514472506491,-8.91383971008926,0.9351615336911921
1476,Javante McCoy,-1,FA,SG,27,77,195.6,40,33,36,32.277884787068984,,2090,1,1,2025,34,46,36,27,29,41,66,47,53,37,35,38,41,48,0,0,0,0,0,0,0,0
1482,Bryce McGowens,9,CHI,SG,23,79,200.7,48,50,57,46.443256731052045,,1150,1,1,2025,34,55,57,66,32,61,60,46,48,51,37,44,38,61,71,7.41,4.068133457989646,14.084657950726557,-5.667049638400672,-1.1971254584680304,-12.052041602560177,-10.756119921855532
1489,De'Anthony Melton,-1,FA,G,27,74,188,40,44,46,42.09887655669489,,3150,1,1,2025,43,46,51,48,26,23,38,41,42,32,54,57,63,40,31,4.59,9.053220863156923,10.264017232913051,-4.802237294584561,0.8898367828965714,-7.759439691468612,2.039400431612796
1495,Mike Miles Jr.,-1,FA,PG,23,74,188,30,34,48,33.345560850627585,,2610,1,1,2025,41,60,55,26,41,61,45,59,31,31,35,45,44,52,8,2.43,26.578726313995613,14.89323431596803,7.8345831030618305,0.7052409179132892,-7.294200652084238,-4.591251523256598
1505,Ajay Mitchell,23,NOL,SG,23,77,195.6,41,46,54,43.69301010725868,,4530,1,1,2025,40,63,47,56,28,18,58,63,39,51,40,48,43,44,21,7.08,1.3389738790359869,10.925115073349973,-7.629073556259447,-2.5402371325895494,-20.799634703316084,-21.459556578731142
1506,Davion Mitchell,4,LAL,PG,27,74,188,22,55,58,50.222883773580826,,2590,1,1,2025,59,71,62,49,48,60,25,48,46,51,58,53,48,57,67,13.02,6.723056650156707,15.784377483229704,-5.839130752742811,-1.2078898285425819,-3.099718217887993,-4.004047922597889
1512,Moses Moody,7,ATL,SG,23,77,195.6,41,57,67,52.96372207123386,,5810,1,1,2025,44,63,67,50,45,61,56,40,51,64,50,43,36,58,73,13.8,10.463812690177761,14.349568989334418,-2.4396011290268262,-0.2645995331687221,-6.85443269309072,-8.171359419645942
1515,Omari Moore,-1,FA,SG,25,78,198.1,45,32,36,31.388930445802377,,2350,1,1,2025,42,49,46,18,33,50,47,36,41,33,22,46,48,45,0,0,0,0,0,0,0,0
1517,Wendell Moore Jr.,8,WAS,SG,24,77,195.6,40,53,58,49.270701646148,,1720,1,1,2025,56,58,59,48,67,72,62,54,53,38,48,40,46,64,78,10.68,8.848791072496699,23.48634895720283,-3.8035762088496514,-2.7124704294293935,-6.932340918116837,-6.612786387904441
1518,Alex Morales,-1,FA,PG,28,78,198.1,44,37,40,36.23344206172746,,1300,1,1,2025,33,54,47,39,44,56,44,50,21,42,39,42,44,57,0,0,0,0,0,0,0,0
1519,Ja Morant,3,SAC,PG,26,74,188,33,69,72,65.06563391538747,"B,Ps,V",33600,1,1,2025,57,72,80,92,80,96,68,75,43,70,43,76,76,81,69,35.27,23.607290929117788,29.52261172463765,5.80577101028866,1.619159773968856,-2.67258614226105,-4.285809621024127
1532,Andrew Nembhard,2,GSW,G,25,77,195.6,37,59,64,54.03123423381532,3,6440,1,1,2025,42,54,47,76,47,35,57,80,63,67,55,54,54,49,49,25.1,11.566106191519067,17.515721419110246,-2.4785866220098787,-1.387599898779396,-0.8238417058892846,0.22604019531783123
1533,RJ Nembhard Jr.,6,PHI,SG,26,77,195.6,41,59,62,54.17942342997084,,2290,1,1,2025,52,57,54,63,55,59,68,42,50,53,56,59,62,58,70,17.27,12.889383476496995,16.520434839736417,-0.7563278477031132,0.6515391074941506,6.196968554763338,-1.0819198771437988
1534,Ryan Nembhard,23,NOL,G,22,72,182.9,25,38,57,37.11454427483892,,1300,1,1,2025,50,56,29,68,24,8,49,78,51,53,22,51,56,49,0,0,0,0,0,0,0,0
1538,Tristen Newton,-1,FA,SG,24,77,195.6,41,43,54,41.154823326791025,,2320,1,1,2025,45,51,47,36,38,58,63,45,40,44,36,51,57,60,12,3.58,3.4959898972245385,11.733030061896864,-4.92012896841819,-2.7329535447268967,-16.608499602286514,-20.568305230803038
1541,Daishen Nix,3,SAC,G,23,77,195.6,41,55,66,50.31195203769768,,3570,1,1,2025,37,66,55,51,29,47,52,46,41,55,49,59,60,53,76,13.15,7.735774114261232,11.520487931077122,-4.496313853276747,-0.5847967845319353,-3.3497264768358974,-3.10623395662238
1548,Juan Nunez,11,HOU,PG,21,76,193,40,30,54,29.581016402554845,,1150,1,1,2025,21,51,36,26,32,50,29,42,36,33,28,47,51,49,7,4.66,-5.092070995745184,11.388800111736504,-11.860512279414571,-4.714148676402267,-17.40863282446554,-11.713853687744262
1549,Kendrick Nunn,0,BOS,G,30,74,188,33,40,40,39.35401540237927,3,2910,1,1,2025,52,35,32,32,61,75,44,71,62,47,33,55,59,35,25,5.1,17.031549447611322,25.02264002103795,3.0802168799510525,-0.2542868722382483,7.088265517976344,6.42829329494309
1555,Josh Okogie,19,SA,SG,27,76,193,42,68,71,62.4798333363967,"Di,Dp",18500,1,1,2025,69,66,64,69,51,71,54,52,58,64,67,63,52,52,65,34.64,17.631135507876,21.563870008691534,1.4688573853859932,0.7545191852567559,-2.081375676744979,2.589895745017429
1560,Quincy Olivari,-1,FA,PG,24,75,190.5,33,30,35,29.60089454021302,,2090,1,1,2025,28,48,50,21,27,46,51,45,46,41,30,43,34,36,0,0,0,0,-5.876623768666487,-2.7056824642626953,0,-3.166032509918886
1573,Micah Peavy,-1,FA,SG,24,79,200.7,43,38,49,37.11454427483892,,1440,1,1,2025,40,51,57,26,35,12,22,59,35,49,48,37,34,55,0,0,0,0,0,0,0,0
1574,Sean Pedulla,24,MIA,PG,23,73,185.4,29,37,53,36.23344206172746,,1300,1,1,2025,42,50,48,30,31,49,61,49,57,41,34,56,51,45,0,0,0,0,0,0,0,0
1580,Taelon Peter,2,GSW,SG,23,76,193,38,38,53,37.11454427483892,,1300,1,1,2025,38,52,39,39,38,31,51,54,58,48,32,43,39,47,0,0,0,0,0,0,0,0
1586,Scotty Pippen Jr.,0,BOS,PG,25,73,185.4,26,53,58,49.892018807255624,,3530,1,1,2025,47,61,44,59,41,73,63,61,48,46,49,59,61,51,53,11.89,10.112036614038187,18.753464470121713,-2.633779556064299,-1.3735865677112828,1.208597026501621,0.4057112981668481
1587,Daeqwon Plowden,-1,FA,SG,27,78,198.1,49,43,45,41.16742819973501,,2090,1,1,2025,50,57,54,31,49,40,62,50,53,39,38,32,32,51,0,0,0,0,0,0,0,0
1588,Brandin Podziemski,11,HOU,SG,22,77,195.6,35,56,64,51.841684569122464,3,13610,1,1,2025,46,49,57,92,42,44,42,59,59,60,47,41,56,77,81,24.53,10.601018597167577,15.680527082671734,-1.6916715157921765,-0.08369290184250211,-6.221694418255611,-0.8668526436845969
1593,Jordan Poole,27,TOR,G,26,76,193,37,59,62,55.55033285542291,3,9960,1,1,2025,41,59,53,53,42,58,78,64,71,59,52,59,63,37,82,15.64,14.117836219261973,19.807835837726095,0.12259645216109227,-0.725286677637305,2.0943610433343247,0.7877660742722806
1594,Craig Porter Jr.,-1,FA,PG,25,74,188,32,35,42,34.217915478846145,,2350,1,1,2025,29,48,80,22,27,51,32,71,26,49,37,48,47,60,14,3.67,7.921209715360894,13.225921385052262,-5.485360852394461,-2.6018511127782613,2.819325789612189,3.8488080985386235
1600,John Poulakidas,17,UTA,SG,22,78,198.1,44,34,51,33.59013542239305,3,1300,1,1,2025,38,41,39,26,38,43,21,44,61,42,34,35,44,42,0,0,0,0,0,0,0,0
1601,Drake Powell,0,BOS,SG,20,78,198.1,47,39,63,37.995646487950395,,5010,1,1,2025,32,63,52,17,29,49,38,37,50,39,40,39,40,44,0,0,0,0,0,0,0,0
1603,Jason Preston,21,IND,PG,26,76,193,33,62,64,59.26897793444713,"3,Ps",10860,1,1,2025,53,63,51,48,45,74,36,57,62,72,49,68,81,67,79,31.57,21.100221884633946,21.204963465722425,4.712993553284554,1.1912791061308576,-1.1065114112627878,-0.36287894069460597
1605,Payton Pritchard,21,IND,G,27,73,185.4,32,51,55,48.253005757846914,3,1420,1,1,2025,54,42,47,47,42,56,66,52,59,60,41,62,54,59,70,9.04,12.82789031894482,17.303543580872272,-0.9335562682792231,-1.0566712235611782,-1.7302975393788507,-0.9023617044717291
1607,Tyrese Proctor,1,NYK,PG,21,77,195.6,43,38,60,37.11454427483892,,1300,1,1,2025,37,52,37,51,36,25,44,54,55,41,35,42,41,42,0,0,0,0,0,0,0,0
1609,Zyon Pullin,18,BKN,SG,24,76,193,37,46,53,43.81987735868027,,1150,1,1,2025,48,59,37,35,29,63,72,47,50,39,41,57,59,48,41,3.98,7.000621097458999,17.774755405935093,-4.768031014385322,-1.210081477541559,-1.456486453676752,-6.867730297650655
1611,Trevelin Queen,18,BKN,SG,28,78,198.1,44,58,59,53.9183614213571,3,3460,1,1,2025,49,63,45,49,47,75,52,59,63,63,46,48,40,57,73,20.06,14.672778331437248,21.420797984104937,1.4113718073601715,-0.5709540961959965,6.712591898042342,2.520748859709804
1613,Immanuel Quickley,1,NYK,G,26,75,190.5,38,54,57,50.66657077218854,3,1150,1,1,2025,53,60,56,43,49,68,74,63,70,55,34,47,41,46,81,11.2,10.041473016443527,20.90589387660386,-2.6729869013828527,-3.3098738427568115,-2.8166584263937624,0.9332137812452354
1614,Lester Quiñones,-1,FA,SG,25,77,195.6,41,45,54,42.945336882268215,,2430,1,1,2025,48,63,55,47,43,62,56,57,49,36,35,46,39,54,0,0,0,0,0,0,0,0
1615,Jahmi'us Ramsey,6,PHI,SG,24,75,190.5,33,51,60,47.852005467524386,3,2430,1,1,2025,49,49,54,54,36,57,28,46,69,52,54,50,34,43,50,4.41,3.2244735852122357,15.521871183766217,-6.659924151606447,-1.9769678973327114,-11.176471186377755,-19.196073335120744
1618,Austin Reaves,-1,FA,G,27,77,195.6,41,55,56,51.9441311191437,3,3850,1,1,2025,42,51,39,45,39,66,70,73,71,65,34,55,60,57,64,18.27,15.652261998481466,20.408476687809156,1.6386276771622947,-0.3641229107158255,3.0366351116299195,-5.23689350374841
1624,Antonio Reeves,-1,FA,SG,25,77,195.6,44,34,37,33.16683912833558,,2090,1,1,2025,33,47,46,38,25,18,60,59,52,45,29,36,33,40,0,0,0,0,0,0,0,0
1628,Jase Richardson,25,ORL,SG,20,75,190.5,37,38,60,37.11454427483892,,1300,1,1,2025,33,50,49,39,34,54,55,54,53,48,32,46,38,50,0,0,0,0,0,0,0,0
1630,Will Richard,10,OKC,SG,23,77,195.6,47,51,62,48.568873045288015,3,6700,1,1,2025,39,61,37,23,28,53,61,61,62,50,50,46,43,54,0,0,0,0,0,0,0,0
1631,Kadary Richmond,-1,FA,SG,24,77,195.6,44,29,38,29.18462435683571,,1300,1,1,2025,39,47,44,24,45,39,60,37,32,25,26,40,47,46,0,0,0,0,0,0,0,0
1637,Jerome Robinson,-1,FA,SG,28,76,193,42,55,57,51.46514023053572,3,3280,1,1,2025,66,49,48,47,40,57,54,60,67,48,48,51,48,47,80,7.23,8.836727655175164,17.132057834618887,-2.5455479118210995,-2.2795855409997197,-6.759243051153246,-5.453740515813696
1644,Ryan Rollins,-1,FA,PG,23,76,193,37,50,59,47.153333309647586,,2510,1,1,2025,42,42,37,43,45,63,67,64,59,54,50,45,57,69,65,15.82,8.705539932819683,19.290541407779326,-3.190566027251386,-1.5478084793525997,-9.841059677211721,-4.987764939500935
1646,Rayan Rupert,13,PHO,SG,21,78,198.1,54,40,57,38.53117934337956,,2610,1,1,2025,37,61,46,26,42,55,44,38,30,33,42,40,38,53,34,3.3,6.733672652837384,12.70511083305858,-5.5447633486046595,-1.143824201220487,-2.965644069388023,-6.897791652328357
1647,Cormac Ryan,-1,FA,SG,27,77,195.6,42,38,43,37.11454427483892,3,1300,1,1,2025,28,49,34,31,28,53,65,66,67,41,36,40,45,47,0,0,0,0,0,0,0,0
1650,Hunter Sallis,-1,FA,SG,22,77,195.6,40,32,46,31.827930996170114,,1300,1,1,2025,32,57,51,36,41,58,53,55,32,34,22,49,33,38,0,0,0,0,0,0,0,0
1654,Kobe Sanders,4,LAL,SG,23,78,198.1,48,39,54,37.995646487950395,,1300,1,1,2025,43,44,37,52,42,48,51,38,46,41,37,38,39,42,0,0,0,0,0,0,0,0
1658,Ben Saraf,22,DAL,SG,19,78,198.1,41,39,62,37.995646487950395,,6020,1,1,2025,30,50,56,31,31,54,52,57,38,41,38,53,53,56,0,0,0,0,0,0,0,0
1661,Marcus Sasser,-1,FA,PG,25,74,188,38,38,45,36.78730931605437,3,2350,1,1,2025,30,56,50,16,33,29,58,63,64,47,33,43,47,51,0,0,0,0,0,0,0,0
1663,Baylor Scheierman,2,GSW,SG,25,78,198.1,47,36,40,35.02893951786333,,1150,1,1,2025,32,50,39,12,21,0,55,66,56,58,40,19,38,58,17,3.73,10.7818309504141,9.296936183836653,-0.6067004476996285,-2.879302941877113,2.284492281877585,3.3171654570159266
1666,Jay Scrubb,14,LAC,SG,25,77,195.6,44,56,62,51.59006545213295,,3160,1,1,2025,47,60,60,41,40,68,48,48,50,49,61,46,40,65,82,10.56,7.214714092023902,15.151846828513733,-5.190866056785864,-1.3846343811943624,-0.9892160916199434,-7.460530053014759
1667,Dereon Seabron,-1,FA,SG,25,79,200.7,45,49,54,46.56138403650712,,2430,1,1,2025,46,63,58,46,41,76,44,57,37,45,35,47,49,73,0,0,0,0,0,0,0,0
1668,Mark Sears,-1,FA,PG,23,73,185.4,22,33,47,32.709033209281586,,1300,1,1,2025,21,57,38,32,38,52,62,58,53,48,30,51,43,45,0,0,0,0,0,0,0,0
1671,Collin Sexton,1,NYK,G,26,75,190.5,29,67,70,62.93649476490484,"3,Ps,V",40570,1,1,2025,83,50,51,71,70,68,73,72,60,72,65,64,64,55,35,33.08,23.042570720927397,26.939163357781922,5.7997394063796355,1.2354299215102076,0.8742202182595484,6.229152209875069
1672,Landry Shamet,14,LAC,SG,28,76,193,37,58,58,54.275281797035454,3,4170,1,1,2025,57,64,62,42,28,50,61,67,90,58,37,56,49,40,78,19.15,15.905323935212431,17.5668370402184,2.267023778244603,-0.4998658668344209,8.058492221264133,5.187385069327394
1673,Terrence Shannon Jr.,-1,FA,SG,25,78,198.1,41,41,46,39.389519517201805,,2090,1,1,2025,37,55,57,37,37,61,57,63,54,42,35,41,35,46,0,0,0,0,0,0,0,0
1675,Shaedon Sharpe,24,MIA,SG,22,78,198.1,44,62,71,56.800222253237735,,10470,1,1,2025,47,70,78,100,44,73,59,73,59,58,37,50,42,60,71,28.97,13.037662507725397,21.845099110758692,-0.3080759480841113,-0.8651045998249227,6.050058458479287,3.8125631708498875
1677,Jamal Shead,15,CLE,PG,23,72,182.9,30,35,48,34.090703974083006,,1150,1,1,2025,30,49,54,45,26,25,46,78,37,47,38,47,47,37,11,2.38,12.570430297425698,7.05386471780119,-0.4382856487027942,-1.1076951999151694,-21.599583559723303,-21.010825570748924
1678,Ben Sheppard,13,PHO,SG,24,78,198.1,40,58,64,53.73046358856218,3,6150,1,1,2025,48,58,41,78,35,44,50,57,64,61,51,45,48,64,30,16.56,8.068040792955282,14.566614025332774,-4.211987775175779,0.14616500337435046,10.809851880226526,9.19777010364436
1679,Reed Sheppard,7,ATL,G,21,74,188,31,38,55,36.73320423608847,3,6370,1,1,2025,29,48,62,29,36,15,56,73,62,54,39,32,48,48,6,4.33,6.246196034462665,14.578125563956544,-4.040570776468043,-3.741896137266468,-40.28967631220522,-39.77819842854782
1680,Max Shulga,-1,FA,SG,23,76,193,38,38,47,37.11454427483892,,1440,1,1,2025,41,53,38,27,37,53,53,53,56,41,33,49,44,53,0,0,0,0,0,0,0,0
1683,Anfernee Simons,27,TOR,SG,26,75,190.5,40,64,67,59.58324454472498,3,4030,1,1,2025,68,57,58,56,61,63,54,64,62,62,61,65,57,61,72,28.03,17.474824737149383,23.124591142353317,1.6562201259280238,-1.3128003236234855,2.6135155190114863,2.144610988249314
1685,KJ Simpson,3,SAC,PG,23,72,182.9,29,49,59,46.39375263137571,,1150,1,1,2025,38,54,53,45,29,56,61,60,48,51,52,55,51,60,52,3.86,5.771811639412463,14.776195334930831,-6.82074816272476,-1.1252659264563825,-2.621277783051617,-1.6762471136262453
1687,Jaylen Sims,-1,FA,SG,27,78,198.1,37,36,38,34.94474781086879,,2090,1,1,2025,43,58,52,39,31,57,43,33,44,38,33,35,35,52,0,0,0,0,0,0,0,0
1689,Deividas Sirvydis,-1,FA,SG,25,80,203.2,50,47,54,44.62708993319282,,2940,1,1,2025,35,53,41,44,46,36,56,69,58,52,30,51,58,31,49,6.05,9.228670611304464,18.586994543884156,-2.4459632608167556,-2.595344469487177,-5.521963638313245,-9.21417365163396
1693,Javon Small,5,DET,PG,23,74,188,30,39,51,37.995646487950395,,1300,1,1,2025,28,53,54,48,35,55,63,52,53,50,29,47,48,41,0,0,0,0,0,0,0,0
1695,Dru Smith,15,CLE,SG,28,75,190.5,33,49,51,46.14076796332962,,1330,1,1,2025,46,59,53,39,30,40,67,64,50,50,52,35,52,53,72,11.37,4.672724483157955,12.537997828095879,-6.0974329908866505,-1.778239468728823,-4.262028898564805,-4.457756053153766
1698,Malachi Smith,-1,FA,SG,26,76,193,37,33,36,32.709033209281586,,1300,1,1,2025,36,54,31,31,22,33,47,50,49,37,30,39,50,51,0,0,0,0,0,0,0,0
1699,Nick Smith Jr.,17,UTA,SG,21,74,188,41,66,75,59.544125340355556,"3,V",5890,1,1,2025,47,58,56,76,71,49,68,83,72,89,53,52,47,59,49,29.23,16.416069684342148,21.692581173768215,1.9462436070297215,-0.32879621938978687,15.175947693407622,13.282799155280433
1700,Terquavion Smith,-1,FA,PG,23,76,193,36,27,37,26.928917123392345,,2350,1,1,2025,18,51,47,19,30,42,37,51,40,35,24,43,37,41,0,0,0,0,-6.757301290175487,-2.9976410135167697,0,3.195328718581847
1707,Matteo Spagnolo,28,MEM,G,22,76,193,42,41,56,39.387916673388865,,2700,1,1,2025,45,45,47,41,59,52,62,50,56,53,27,37,40,52,3,1.81,0,23.089531458205716,-20.502489310259172,-10.093570307177249,-78.52867953403066,-82.67398222267711
1710,Cam Spencer,-1,FA,SG,25,75,190.5,36,37,43,35.83370215213539,3,2090,1,1,2025,28,52,43,45,26,27,67,55,63,49,30,38,38,48,0,0,0,0,0,0,0,0
1712,Jaden Springer,7,ATL,G,23,76,193,35,77,83,72.35969268995811,"3,Di,Dp,Ps,V",15450,1,1,2025,48,70,70,71,74,88,57,71,77,85,93,58,57,65,71,36.62,28.96433236545965,31.651641637329714,8.834895010678915,4.853212030464851,2.6006436780381326,9.942273114028891
1713,Cassius Stanley,16,POR,SG,26,77,195.6,44,56,59,52.24709217229403,,5000,1,1,2025,41,58,78,52,37,69,56,73,56,52,46,46,39,56,72,11.15,11.939474454759916,19.824473903618426,-1.599643182918976,-1.2474949935050383,3.0878829168228537,6.499956754477716
1714,Isaiah Stevens,-1,FA,PG,25,72,182.9,22,43,47,41.16742819973501,,2090,1,1,2025,31,64,44,35,34,53,86,46,49,44,44,58,64,45,0,0,0,0,0,0,0,0
1719,Jalen Suggs,16,POR,G,24,77,195.6,39,53,59,50.71275797751086,,2880,1,1,2025,55,56,56,49,52,78,60,76,33,46,41,57,64,58,71,5.78,16.992623447899966,24.09586027140272,1.182546502463965,-0.11768168937075085,0.3485750877592958,2.729463631752772
1729,Tyrell Terry,-1,FA,PG,25,74,188,33,63,66,58.84401142460671,,10510,1,1,2025,53,59,55,63,54,70,86,76,57,61,67,66,48,67,69,27.95,17.42985109884473,23.097996882306447,1.7036421501515715,0.9695313318155421,-2.794500560894377,-1.3503532310853639
1732,Brodric Thomas,-1,FA,SG,28,77,195.6,40,36,37,35.0423215786189,,2720,1,1,2025,45,50,38,28,21,45,49,49,50,42,37,45,36,44,12,3.43,4.82828487252764,16.98714922338608,-4.8905299641907085,-2.0875855768946323,11.50041573518564,14.375361790320225
1733,Cam Thomas,16,POR,SG,24,76,193,41,59,65,54.75311253015887,,12510,1,1,2025,56,68,60,62,50,78,70,73,50,68,38,48,36,47,82,24.6,13.267301561344148,21.669043658373408,-0.5572626150766373,-1.7919447514506217,-4.988174051844074,-5.864759920020186
1734,Khyri Thomas,-1,FA,SG,29,75,190.5,44,47,47,44.62303686636147,,3150,1,1,2025,58,52,52,34,38,51,56,57,60,42,41,45,37,40,0,0,0,0,0,0,0,0
1738,Ethan Thompson,-1,FA,SG,26,77,195.6,40,38,43,36.7377039860809,,2510,1,1,2025,45,49,49,30,40,43,55,57,45,36,39,35,53,54,0,0,0,0,0,0,0,0
1746,John Tonje,-1,FA,SG,24,77,195.6,42,39,48,37.995646487950395,,1440,1,1,2025,37,55,40,33,38,61,69,55,58,47,29,37,35,44,0,0,0,0,0,0,0,0
1748,Nikola Topić,22,DAL,PG,20,78,198.1,41,48,66,45.6236843443861,,7300,1,1,2025,46,66,43,44,53,71,67,68,45,36,29,68,60,59,0,0,0,0,-7.115169775147626,-2.41159808786081,0,0.575198962982094
1752,Nolan Traoré,19,SA,PG,19,75,190.5,45,40,69,38.87674870106186,,8050,1,1,2025,25,62,51,29,39,51,41,58,34,47,32,50,51,39,0,0,0,0,0,0,0,0
1753,Luke Travers,-1,FA,SG,24,80,203.2,48,40,48,38.51341735584369,,2790,1,1,2025,55,43,31,46,52,58,59,46,39,33,44,37,38,63,5,3.22,9.133011565971033,15.16741908440033,-1.778714537693781,-2.213125177883433,-41.302642197262415,-45.71389013289613
1755,Allonzo Trier,-1,FA,SG,29,76,193,41,69,69,63.14942001436965,"3,Po,Ps,V",23360,1,1,2025,81,62,58,63,80,76,66,60,64,64,58,68,64,66,71,36.16,17.290672498771553,27.259661063076493,1.9835898071304996,-0.016262264135278315,2.204355540234981,8.372581005850813
1759,Jaylon Tyson,11,HOU,SG,23,78,198.1,48,41,53,39.558355770719196,,5140,1,1,2025,32,48,43,33,27,37,49,73,48,48,41,36,45,61,30,5.55,11.559144081486313,13.791992116609634,-1.8743093947695373,-0.3469415077815885,5.687614768673571,11.985868301535914
1773,Lonnie Walker IV,-1,FA,SG,27,76,193,44,44,47,41.96284567327029,,3150,1,1,2025,51,49,49,35,36,46,49,41,39,41,50,47,43,42,21,3.29,4.770702471817193,12.556176135235878,-6.206306876387173,-0.3392939017356671,-6.189917686129235,-10.6001685605557
1775,Cason Wallace,10,OKC,SG,22,76,193,42,59,71,53.93731281997597,3,7380,1,1,2025,42,68,74,68,27,14,53,71,72,58,52,44,43,55,61,20.2,10.617233358442201,14.652267814488775,-2.3914015517845346,-1.124280723873289,1.7030645722538889,2.634625977782575
1776,Keaton Wallace,7,ATL,PG,26,75,190.5,37,55,59,51.56245102529438,,1930,1,1,2025,42,66,59,35,59,71,52,52,59,43,56,52,54,63,69,8.2,9.788904074049874,21.12513506448992,-3.9706961660376736,-1.6024648237978907,-0.3366348163883456,0.5110775938000158
1778,Ja'Kobe Walter,17,UTA,SG,21,77,195.6,46,38,60,36.75202874374581,,4220,0.75,1,2025,26,53,54,28,30,43,47,67,44,55,31,37,36,48,57,6.09,3.8607748199115273,13.118443982824633,-5.596107898385247,-2.5595647036768323,-16.732912876049323,-25.716733957528305
1779,Brad Wanamaker,23,NOL,PG,36,75,190.5,36,53,53,51.153524277795036,Ps,3310,1,1,2025,50,40,27,25,44,44,64,59,57,60,51,73,76,54,72,13.59,15.901794519473427,15.647873340341086,1.7736867203208355,1.0135987624944214,-4.330218467369985,-5.55468834377345
1782,Duane Washington Jr.,-1,FA,G,25,75,190.5,30,42,48,40.399248973893215,3,2590,1,1,2025,47,40,46,31,49,66,55,56,62,50,38,58,45,47,54,3.64,8.192636088208667,18.649868654790627,-4.007897065252312,-2.022508765421291,-8.640089367946198,-8.326078148098649
1784,TyTy Washington Jr.,4,LAL,PG,24,75,190.5,36,62,66,56.66859143610888,,3470,1,1,2025,41,64,61,100,57,52,57,79,55,75,43,58,50,51,70,26.96,16.605119698721353,23.795669219719187,1.5483621278830864,-0.07873145950579818,-3.743736658806886,-7.1888142978461405
1787,Tremont Waters,-1,FA,PG,27,70,177.8,18,49,49,46.763889857996645,,2940,1,1,2025,25,65,53,22,36,56,63,61,43,57,59,67,60,41,76,7.74,12.509509461789133,16.785059241735826,-1.6812026662782888,0.36059689811751783,-5.772398173699499,-3.0278291184830173
1789,Jamir Watkins,-1,FA,SG,24,79,200.7,47,39,47,37.995646487950395,,1440,1,1,2025,32,52,55,27,42,56,52,47,37,39,42,40,40,54,0,0,0,0,0,0,0,0
1797,Blake Wesley,20,DEN,SG,22,77,195.6,43,45,60,42.95170609780905,,3470,1,1,2025,27,54,57,76,30,48,43,52,40,36,42,55,46,42,26,7.05,6.639793976187536,14.875470223528493,-5.595238111643081,-2.058914786782098,-25.202741918891864,-22.756640896288634
1799,Coby White,7,ATL,G,25,77,195.6,40,58,60,53.89083034179258,3,2440,1,1,2025,48,60,54,54,57,71,61,64,61,64,42,62,41,56,82,25.39,12.839538805015032,21.072680538975277,-0.9406973643162067,-2.0365792102165745,-0.41168960308343927,0.7696522007672133
1805,Aaron Wiggins,18,BKN,SG,26,78,198.1,41,54,57,50.44293572325221,,4300,1,1,2025,57,58,53,51,59,65,51,49,51,49,47,43,45,66,50,7.98,8.642936944731073,17.89115893539758,-3.597179698032467,-1.2546975761053192,-4.521905068746992,-10.735218442357784
1809,Brandon Williams,20,DEN,PG,26,73,185.4,29,52,55,49.893411855499856,,1360,1,1,2025,39,59,52,50,48,66,43,59,58,53,45,56,56,60,69,8.58,18.228069792094328,22.282214073868808,3.6322978816070925,0.14553793942542725,-0.6434295279321445,3.3579672971665597
1810,Cody Williams,10,OKC,SG,21,79,200.7,50,38,56,36.69962247428931,,5760,1,1,2025,20,54,56,44,35,35,39,45,33,53,31,40,38,44,24,4.08,1.8306965880234405,15.273107191580218,-8.687735614901367,-3.2925176447887523,-3.8971292419483463,-3.884734091387413
1811,Donovan Williams,-1,FA,SG,24,78,198.1,44,31,40,30.45886656548006,,2430,1,1,2025,36,51,48,36,23,47,22,34,41,26,33,30,41,42,0,0,0,0,-5.2192123031981765,-3.4424789371699642,0,2.09911489162933
